DataID,Publication date,Titile,Author#1,Author#2,Author#3,Author#4,Author#5,Author#6,Author#7,Author#8,Author#9,Author#10,Author#11
Digital Data 2015-0064,October 29  2015,Land-use/Land-cover Classifications of the Cold Lake Oil Sands Area Derived from 2006 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0063,October 29  2015,Quality Evaluation Dataset of the Play-Based Regulation Pilot Study Area Derived from 2011 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0062,October 29  2015,Quality Evaluation Dataset of the Play-Based Regulation Pilot Study Area Derived from 2010 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0061,October 29  2015,Quality Evaluation Dataset of the Play-Based Regulation Pilot Study Area Derived from 2009 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0060,October 29  2015,Quality Evaluation Dataset of the Play-Based Regulation Pilot Study Area Derived from 2008 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0059,October 29  2015,Quality Evaluation Dataset of the Play-Based Regulation Pilot Study Area Derived from 2007 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0058,October 29  2015,Quality Evaluation Dataset of the Play-Based Regulation Pilot Study Area Derived from 2006 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0057,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2012-2013 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0056,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2011-2012 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0055,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2010-2011 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0054,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2009-2010 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0053,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2008-2009 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0052,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2007-2008 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0051,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2006-2007 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0050,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2012-2013 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0049,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2011-2012 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0048,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2010-2011 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0047,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2009-2010 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0046,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2008-2009 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0045,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2007-2008 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0044,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2006-2007 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0043,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2013 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0042,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2012 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0041,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2011 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0040,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2010 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0039,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2009 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0038,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2008 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0037,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2007 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0036,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2006 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0035,October 29  2015,Quality Evaluation Dataset of the Play-Based Regulation Pilot Study Area Derived from 2005 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0034,October 23  2015,Annual Vegetation Recovery Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2005-2006 Landsat imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0033,October 29  2015,Annual Land Disturbance Classification Results of the Play-Based Regulation Pilot Study Area Derived from 2005-2006 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0032,October 23  2015,Land-use/Land-cover Classifications of the Play-Based Regulation Pilot Study Area Derived from 2005 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0031,October 29  2015,Quality Evaluation Dataset of the Cold Lake Oil Sands Area Derived from 2005 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0030,October 29  2015,Annual Land Disturbance Classification Results in the Cold Lake Oil Sands Area Derived from 2005-2006 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0029,October 29  2015,Annual Vegetation Recovery Classification Results in the Cold Lake Oil Sands Area Derived from 2005-2006 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0028,October 29  2015,Land-use/Land-cover Classifications of the Cold Lake Oil Sands Area Derived from 2005 Landsat Imagery (Image data  Tiff format),Chao  D.K.,Chowdhury  S.,,,,,,,,,
Digital Data 2015-0027,July 06  2015,Surficial Sand and Gravel Deposits of Alberta: Digital Mosaic (GIS data  polygon features),Pawley  S.M.,Atkinson  N.,Kendall  A.N.,Utting  D.J.,,,,,,,
Digital Data 2015-0026,May 21  2015,Surficial Geology of the Sturgeon Lake Area (NTS 83N/SW) (GIS data  line features),Atkinson  N.,Pawley  S.,,,,,,,,,
Digital Data 2015-0025,May 21  2015,Surficial Geology of the Sturgeon Lake Area (NTS 83N/SW) (GIS data  polygon features),Atkinson  N.,Pawley  S.,,,,,,,,,
Digital Data 2015-0024,May 21  2015,Surficial Geology of the Mikkwa River Area (NTS 84G/NE) (GIS data  permafrost polygon features),Pawley  S.M.,,,,,,,,,,
Digital Data 2015-0023,May 21  2015,Surficial Geology of the Mikkwa River Area (NTS 84G/NE) (GIS data  line features),Pawley  S.M.,,,,,,,,,,
Digital Data 2015-0022,May 21  2015,Surficial Geology of the Mikkwa River Area (NTS 84G/NE) (GIS data  polygon features),Pawley  S.M.,,,,,,,,,,
Digital Data 2015-0021,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of the Paskapoo Formation - Lower Composite Slice  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0020,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of the Paskapoo Formation - Middle Composite Slice  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0019,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of the Paskapoo Formation - Upper Composite Slice  Central Alberta (Gridded data  ASCII format),Atkinson  L.A.,,,,,,,,,,
Digital Data 2015-0018,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of Hydrostratigraphic Unit S1 Within the Neogene-Quaternary Succession  Central Alberta (Gridded data  ASCII format),Atkinson  L.A.,,,,,,,,,,
Digital Data 2015-0017,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of Hydrostratigraphic Unit C1 Within the Neogene-Quaternary Succession  Central Alberta (Gridded data  ASCII format),Atkinson  L.A.,,,,,,,,,,
Digital Data 2015-0016,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of Hydrostratigraphic Unit S2 Within the Neogene-Quaternary Succession  Central Alberta (Gridded data  ASCII format),Atkinson  L.A.,,,,,,,,,,
Digital Data 2015-0015,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of the Lea Park Formation  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., MacCormack  K.E.,,,,,,,,,
Digital Data 2015-0014,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of the Wapiti Formation  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., MacCormack  K.E.,,,,,,,,,
Digital Data 2015-0013,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of the Battle Formation  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., MacCormack  K.E.,,,,,,,,,
Digital Data 2015-0012,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Distribution of greater than or equal to 0.60 Net-to-Gross Sandstone Values Within the Paskapoo Formation - Upper Composite Slice  Central Alberta (GIS data  polygon features),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0011,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Distribution of greater than or equal to 0.60 Net-to-Gross Sandstone Values Within the Paskapoo Formation - Middle Composite Slice  Central Alberta (GIS data  polygon features),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0010,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Distribution of greater than or equal to 0.60 Net-to-Gross Sandstone Values Within the Paskapoo Formation - Lower Composite Slice  Central Alberta (GIS data  polygon features),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0009,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Net-to-Gross Sandstone Distribution for the Paskapoo Formation - Upper Composite Slice  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0008,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Net-to-Gross Sandstone Distribution for the Paskapoo Formation - Middle Composite Slice  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0007,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Net-to-Gross Sandstone Distribution for the Paskapoo Formation - Lower Composite Slice  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., Glombick  P.M.,,,,,,,,,
Digital Data 2015-0006,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of the Scollard Formation  Central Alberta (Gridded data  ASCII format),Atkinson  L.A., MacCormack  K.E.,,,,,,,,,
Digital Data 2015-0005,August 06  2015,Sylvan Lake Sub-Basin Hydrostratigraphic Model - Top of Hydrostratigraphic Unit C2 Within the Neogene-Quaternary Succession  Central Alberta (Gridded data  ASCII format),Atkinson  L.A.,,,,,,,,,,
Digital Data 2015-0004,March 25  2015,Surficial Geology of the Haig River Area (NTS 84E/NE) (GIS data  permafrost polygon features),Utting  D.J.,Pawley  S.M.,,,,,,,,,
Digital Data 2015-0003,March 25  2015,Surficial Geology of the Haig River Area (NTS 84E/NE) (GIS data  line features),Utting  D.J.,Pawley  S.M.,,,,,,,,,
Digital Data 2015-0002,March 25  2015,Surficial Geology of the Haig River Area (NTS 84E/NE) (GIS data  polygon features),Utting  D.J.,Pawley  S.M.,,,,,,,,,
Digital Data 2015-0001,February 23  2015,Compilation of Airborne-Electromagnetic and -Magnetic Geophysical Data in the Edmonton-Calgary Corridor  Alberta. 2007-2010 (digital data  various formats),Fugro Airborne Surveys, Larch Consulting Ltd.,,,,,,,,,
Digital Data 2014-0030,December 12  2014,Surficial Geology of the Levellers Creek Area (NTS 84E/NW) (GIS data  permafrost polygon features),Utting  D.J.,,,,,,,,,,
Digital Data 2014-0029,December 12  2014,Surficial Geology of the Levellers Creek Area (NTS 84E/NW) (GIS data  line features),Utting  D.J.,,,,,,,,,,
Digital Data 2014-0028,December 12  2014,Surficial Geology of the Levellers Creek Area (NTS 84E/NW) (GIS data  polygon features),Utting  D.J.,,,,,,,,,,
Digital Data 2014-0025,October 07  2014,Alberta Springs Compilation (tabular data  tab-delimited format),Stewart  S.A.,,,,,,,,,,
Digital Data 2014-0024,August 18  2014,Subsurface Stratigraphic Picks for the Beaverhill Lake Group and adjacent strata of the Elk Point Point and Woodbend groups  Alberta Plains (tabular data  tab delimited format  to accompany Open File Report 2014-05),Hauck  T.E.,,,,,,,,,,
Digital Data 2014-0023,July 15  2014,Foothills Erratics Train  Southwestern Alberta (GIS data  point features),Alberta Energy RegulatorAlberta Geological Survey,,,,,,,,,,
Digital Data 2014-0022,June 27  2018,Glacial Landforms of Alberta  Canada  Version 3.0 (GIS data  line features),Atkinson  N., Utting  D.J., Pawley  S.M.,,,,,,,,
Digital Data 2014-0015,August 21  2014,Digital polylines to accompany Hydrogeological Field Notes by Dr. J髗sef T髏h 1964-1969  Central and Southern Alberta (GIS data  polygon features),Toth  J.,,,,,,,,,,
Digital Data 2014-0014,August 21  2014,Digital lines to accompany Hydrogeological Field Notes by Dr. J髗sef T髏h 1964-1969  Central and Southern Alberta (GIS data  line features),Toth  J.,,,,,,,,,,
Digital Data 2014-0013,August 21  2014,Digital points to accompany Hydrogeological Field Notes by Dr. J髗sef T髏h 1964-1969  Central and Southern Alberta (GIS data  point features),Toth  J.,,,,,,,,,,
Digital Data 2014-0012,June 10  2014,Compilation of Alberta Geological Survey Borehole Data (tabular data  tab delimited format),Alberta Energy RegulatorAlberta Geological Survey,,,,,,,,,,
Digital Data 2014-0011,April 02  2014,Bedrock Geology of the Foremost Area (NTS 72E) (GIS data  line features),Glombick  P.M.,,,,,,,,,,
Digital Data 2014-0010,April 14  2014,Extents of Bedrock Units in Southeastern Alberta (NTS 72E  72L  73D  and 73E) (GIS data  line features),Glombick  P.M.,,,,,,,,,,
Digital Data 2014-0009,April 02  2014,Bedrock Geology of Southeastern Alberta (NTS 72E  72L  73D  and 73E) (GIS data  polygon features),Glombick  P.M.,,,,,,,,,,
Digital Data 2014-0008,April 02  2014,Surficial Geology of the Chipewyan Lake Area (NTS 84A/NW) (GIS data  permafrost polygon features),Pawley  S.M.,,,,,,,,,,
Digital Data 2014-0007,April 02  2014,Surficial Geology of the Chipewyan Lake Area (NTS 84A/NW) (GIS data  line features),Pawley  S.M.,,,,,,,,,,
Digital Data 2014-0006,April 02  2014,Surficial Geology of the Chipewyan Lake Area (NTS 84A/NW) (GIS data  polygon features),Pawley  S.M.,,,,,,,,,,
Digital Data 2014-0005,April 02  2014,Surficial Geology of the Meikle River Area (NTS 84E/SE) (GIS data  permafrost polygon features),Utting  D.J.,,,,,,,,,,
Digital Data 2014-0004,April 02  2014,Surficial Geology of the Meikle River Area (NTS 84E/SE) (GIS data  line features),Utting  D.J.,,,,,,,,,,
Digital Data 2014-0003,April 02  2014,Surficial Geology of the Meikle River Area (NTS 84E/SE) (GIS data  polygon features),Utting  D.J.,,,,,,,,,,
Digital Data 2014-0002,June 13  2014,Geophysical Wireline Well Logs from Alberta Environment and Sustainable Resource Development Water Well Drill Hole Data Holdings in Log ASCII Standard (LAS) Format,Environment and Sustainable Resource Development,,,,,,,,,,
Digital Data 2014-0001,June 27  2014,Average annual groundwater recharge in the Edmonton-Calgary Corridor (GIS data  ASCII grid format),Riddell  J.T.F.,Moktan  H.,Jean  G.,,,,,,,,
